fold,text,id,label__decision_type_relevant,label__decision_type_sentiment_nonneutral,label__relevant,label__sentiment,label__who,label__decision_type_sentiment,label__decision_type_who
train,"@Savagesaaav @chink_boy dam son, I dont fuck w/ that meals chicken pox smh",553078538975186000    ,unanimous,,no,,,,
train,The Rising Tuberculosis Cases in Nigeria http://t.co/ogyNSdndsh,539267750460284000    ,unanimous,,no,,,,
dev,"U.S. FDA approves AbbVie hepatitis C drug, costs $83,319 for 12 weeks: (Reuters) - (Story refiles to correct t... http://t.co/p68mqXvzHE",547094632211832000    ,unanimous,,no,,,,
train,I have the worst immune system,546068590362116000    ,unanimous,,no,,,,
test,"@mcjamie (I'm mostly immune to caffeine, but still.)",534946704085491000    ,unanimous,,no,,,,
train,Every disease must go! Join us & give the gift of vaccines on #GivingTuesday. We'll match it!  http://t.co/53eGGdI2jJ http://t.co/BpebPbjNK9,538752214966493000    ,unanimous,majority,yes,positive,no,majority,unanimous
train,"I have a skin infection in my ear lobe & a cold sore coming in. My immune system's version of: ""Danger, Will Robinson! Danger!!""",543991776017534000    ,unanimous,,no,,,,
dev,"Leo is a 6 month old male Black cat. He is UTD on vaccinations, dewormed, rabies, microchipped and neutered. If... http://t.co/SussxuCyzT",553760538841612000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,where is my immune system at?,541996396908670000    ,unanimous,,no,,,,
train,#Pakistan #News #TV All set: Polio campaign ready to kick off,553839755725512000    ,unanimous,,no,,,,
train,#Google Viagra Cialis Vilnius FDA receives adverse event a donor who failed vaccine through a system microbiolog... http://t.co/ALdOuUkKGf,543067457855188000    ,unanimous,,no,,,,
train,"The scrappiest little dog I've ever seen is running around campus right now, and I really want to love on it ...but I also don't want rabies",540967887704309000    ,unanimous,,no,,,,
train,@Nigella_Lawson Plenty of Vit C and  Echinancea & elderberry syrup...great for building immune system,538024898992427000    ,unanimous,,no,,,,
train,"Ducks' Perry, Beauchemin recovering from the mumps, day-to-day (via http://t.co/aBgGGIy3Hy) http://t.co/aJMYuvMbLj",532760793180557000    ,unanimous,,no,,,,
test,Here's a closer pic of the malarkey shingles. http://t.co/pvwYg8ro8T,538706381554319000    ,unanimous,,no,,,,
train,"Gleich im Radio: The Vaccines, philip boa and the voodooclu, She Wants Revenge: http://t.co/TnDE3w9YXe Th... http://t.co/IjuFCUYVNQ",543209786615934000    ,unanimous,,no,,,,
train,This video is going to make more parents choose private schools. - anti vaccines http://t.co/4iKhmVD2bm via @BI_Science,557275049255006000    ,unanimous,unanimous,yes,negative,,unanimous,
test,Nice Deals : http://t.co/4wyzmxmEiO #20621 Korea Ginseng gold Extract vitamin tea Immune health sex power diet ... http://t.co/EBhzXQvfcw,541907258452750000    ,unanimous,,no,,,,
train,"No, media, the measles outbreak didn?t ?start at Disneyland? it started w fucktards who don?t vaccinate their kids.",557149598771589000    ,majority,unanimous,yes,positive,no,unanimous,unanimous
dev,I'm out of my mind. So grateful for the win tonight!!! @iOWest was so fun! Yellow Fever is a great team. @FunnyWomenFest ROCKS!,540813758604390000    ,unanimous,,no,,,,
dev,CDC Admits Flu Vaccine Does Not Work ? Influenza Outbreak on Fully Vaccinated Navy Ship http://t.co/L8rwEhREtU,535459680613834000    ,unanimous,unanimous,yes,negative,yes,unanimous,unanimous
test,"HPV vaccine, riskier sexual activity not linked, Canadian researchers say",543284844621348000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,Spirit Insider: Saginaw taking steps to avoid mumps outbreak that has struck NHL: Neil Barris | Ml... http://t.co/IBl0JAJ2Wk,547855626853175000    ,unanimous,,no,,,,
test,I think I need a new immune system I swear I'm always ill,539733874352594000    ,unanimous,,no,,,,
train,Check This Deal : http://t.co/kfBBq4PgIC 6X NEW USANA Probiotic food supplement for digestive and immune health... http://t.co/R0DpQzXJSl,550294958914424000    ,unanimous,,no,,,,
train,Sidney Crosby back from battle with mumps:  http://t.co/brMA1hsD9E,545899429765447000    ,unanimous,,no,,,,
test,"iny stol!!! cholera, cholera...",544493917295878000    ,unanimous,,no,,,,
test,Why the Flu Vaccine Doesn't Always Work http://t.co/8ytKJF4Pfh #Technology #technews,551132651881762000    ,unanimous,,yes,neutral,no,majority,unanimous
train,"""I don't seek the light. I am the light. I am immune to negativity."" - @bexlife http://t.co/RVWV6DBCzA",541614243598979000    ,unanimous,,no,,,,
test,Ya I also can say I'll jump 2k mmr by the holidays and become 4.5k,532520967432450000    ,unanimous,,no,,,,
dev,the mumps: Measles Mumps Rubella: This book deals with the more common infectious diseases of children. The book aims http://t.co/io1BpQ5vhy,546963969546940000    ,unanimous,,no,,,,
dev,Researchers suspend Ebola vaccine tests after volunteers report unexpected side effects http://t.co/8dDlj6UJ3i,543056127324213000    ,unanimous,,yes,neutral,,unanimous,
train,Measles Outbreak Initially Linked to Disneyland Visits Rapidly Spreading in California http://t.co/7krmBnWJUw http://t.co/Xb1hqR7umH,556503514835591000    ,unanimous,,no,,,,
dev,@lifeofaginger1 I have been smiling thru the pain all weekend my immune system is getting weaker every second,539269849114238000    ,unanimous,,no,,,,
test,@MN_Peter @Russostrib mumps though,542511889003978000    ,unanimous,,no,,,,
train,"Low, but better than nothing: This year's vaccine has reduced the risk of a bad case of flu by 23%, scientists say: http://t.co/NcoXFLW1gh",555858153502691000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,Hot Beauty Offers http://t.co/QG9SCXiEhj #8121 GROPRINOSIN 50 tablets Cold Flu Viral Infections Herpes Immune H... http://t.co/FTogJhxdLo,540507291544727000    ,unanimous,,no,,,,
test,"#Parents, do yourself a favor and get your kids vaccinated. #Measles is spread in the air. #autism #vaccineswork",555388220645847000    ,unanimous,unanimous,yes,positive,no,unanimous,majority
train,@JMcDonald_SAEN When human beings become rich they also become immune to fatigue. Didn't you know?,545704253327945000    ,unanimous,,no,,,,
train,"In a new study, #shiitake #mushroom extract eliminated human papillomavirus (HPV) infection in women. http://t.co/qmJY1J5ElE #health",540610511889764000    ,unanimous,,no,,,,
test,No one is immune from becoming homeless. Never judge harshly those who already are. Anything can happen that could rock your safe world.,536603855400624000    ,unanimous,,no,,,,
test,@freshouthecoop i had tuberculosis and still went to school in 10ft of snow.(old lady voice),552856234240778000    ,unanimous,,no,,,,
train,@robinince On behalf of @Scarfolk Council I would like to extend our sincerest thanks. Would you like a tour of our haunted rabies farm?,543414882776137000    ,unanimous,,no,,,,
train,@laserrrra can't bunnies have rabies,533771883070910000    ,unanimous,,no,,,,
dev,"We are Immune From All Lust. Luke 4:8 And Jesus answered and said unto him, Get thee behind me, Satan: for it is? http://t.co/Y3UMokwAng",539959991487045000    ,unanimous,,no,,,,
train,@kathyreadsthis It is SO stupid. There are people who can't vaccinate and I cannot imagine the terror they feel when this happens.,553225925530107000    ,unanimous,,yes,,,,
train,@imacelebrity im glad kendra's immune...mel will bring home the bacon..... Or possum...,536291867118563000    ,unanimous,,no,,,,
train,Can smiling prevent the flu? Possibly! Smiling will boost your immune system and help it work better. http://t.co/H636M6E19B,540475920797016000    ,unanimous,,no,,,,
test,@Steph_Prascilla you've literally weakened my immune system,535192499003097000    ,unanimous,,no,,,,
train,Dis mad man is rappin & his like... If u got chicken pox don't worry bout it          Na I'm in stitches,534765550002782000    ,unanimous,,no,,,,
dev,"Infant Dies of Whooping Cough, the County?s First Such Death http://t.co/hNtiA39ti7",555146543422898000    ,unanimous,,no,,,,
test,"*tells mom all about my cholera presentation I've been working on for a month*  Mom: ""so what's your presentation about again?""  Okay",537019620247760000    ,unanimous,,no,,,,
train,?@OVOaaronB: ?@CHlLDHOODRUINER: me af http://t.co/o2j9XnlmGb?@LIMsanityy_ you.   ? she probably has the measles ?,556238182262382000    ,unanimous,,no,,,,
train,Use these questions to talk with your child?s doctor about the #HPV vaccine: http://t.co/4j8zq4C23O #HPvax #healthfinder,556145267691769000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,"GermGuardian AC4825, 3-in-1 Air Cleaning System with True HEPA, UV-C and Odor Reduction, 22-Inch: GermGuardian? http://t.co/qY6NdHoQ39",539201524954443000    ,unanimous,,no,,,,
dev,I'm sick literally all the time. Get yo shit together immune system.,555363766053765000    ,unanimous,,no,,,,
dev,"""Hey uh... Rabies.. is that like a thing or is that just like for kids?"" ""No that's a thing.""",544607379946754000    ,unanimous,,no,,,,
test,@alibaba5826 @Adenovir @latimes Once upon a time we were not allowed in school without proper immunizations.,551444173719887000    ,unanimous,,yes,,no,,unanimous
test,A: Yes. Q: Rabies vaccine: Does your indoor-only cat really need it? http://t.co/RzsdYGAKMc via @examinercom,541991850127527000    ,majority,,yes,neutral,no,unanimous,unanimous
train,BEAUTY CLUB : http://t.co/8HHZJFdSWZ #51613 Korea Ginseng gold Extract vitamin tea Immune health sex power diet... http://t.co/mOXd5nd9Vs,542142065975783000    ,unanimous,,no,,,,
train,"It's about cops describing black men as demons, immune to bullets. It's about being told to get your license, then being shot when you obey.",540244203549507000    ,unanimous,,no,,,,
dev,FOUGEL BEAUTY http://t.co/GZbVMhHROl #89112 Korean Ginseng Extract vitamin tea Immune health sex power diet #02... http://t.co/8UY7ry8CQa,557920534374391000    ,unanimous,,no,,,,
train,Global Meningococcal Vaccines Market to Reach US$3.7 Billion in 2019: Transparency Market Research http://t.co/62pFKQlGkV,540124177865273000    ,majority,,yes,neutral,no,majority,unanimous
test,?What's major tb?? ?Major tuberculosis.? ?No la it's major throwback.?,535034081667317000    ,unanimous,,no,,,,
train,Adam Larsson of Devils latest NHL player with mumps http://t.co/nJdxCzXKOT,542707459132227000    ,unanimous,,no,,,,
train,See @RosieWoodroffe show @BBCOne Inside Out 19.30pm tonight and then iPlayer 'How to vaccinate a #Badger' http://t.co/JbvQuI4l4x #farming,557130995728936000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,*Whooping Cough* RT @teeVaa_: This guy in my office keeps telling me how he can't wait to kiss me.  I should run from that guy.,552555901773959000    ,unanimous,,no,,,,
train,Puleston et al. develop a new method of boosting the ageing immune system using naturally occurring spermidine http://t.co/zN5foN6b8w,532932132646428000    ,unanimous,,no,,,,
train,Gudbye mmr i lost u cos of scrubs,542834686066581000    ,unanimous,,no,,,,
dev,Very Interesting! Johns Hopkins Scientist Reveals Shocking Report on Flu Vaccines http://t.co/APm3caF3hq,532935773402591000    ,unanimous,,yes,neutral,no,majority,unanimous
test,"Facts do little to allay vaccine worries, per new study http://t.co/0GqjBEa2nH http://t.co/RHbErY78qI Well sure: it's not just about facts",543467840524021000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,U.S. Government Compensates 83 Autistic Children For Vaccine Injury http://t.co/Bds1JRFtvy,538950695383089000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,"Vaccinate your kids, wear a bonnet: ""Anti-Vaxxers Are Idolizing the Amish, Inexplicably by @olgakhazan http://t.co/7mzlTxqGLO""",552501396235235000    ,unanimous,majority,yes,positive,no,majority,unanimous
train,Be sure to get the Vaccines to help prevent some types of #pneumonia. #Pneumoniakills,532475334223228000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
test,Fund the with vote calcium shingles reincarnate conjunction keep in store yours kale: VAxVHtry,557935675299733000    ,unanimous,,no,,,,
test,Multiple arrests in meningitis outbreak that hit Michigan http://t.co/aCF5bVS3eU,545258998241697000    ,unanimous,,no,,,,
dev,Bill Gates Wants a Billion Dead ? HealthCare & Vaccines Will Do The Job! http://t.co/qMcZxDQlRr,535129933958230000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
dev,Measles outbreak has been linked to Disneyland http://t.co/gfrHH72PWr,553310218017579000    ,unanimous,,no,,,,
test,?@HealthRanger: Are government health authorities taking away your choice to refuse vaccines? http://t.co/RgW9VrlQvs?#CDCwhistleblower,546753133268176000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,#EurekaMag A comparison of acid extracted globulin fractions and vicilin and legumin of Vicia faba http://t.co/KsOEfW7sc1,553157587336560000    ,unanimous,,no,,,,
dev,"God also created cholera and floods, but sure, let's focus on the Adam and Steve thing instead.",536823026260905000    ,unanimous,,no,,,,
test,Australian venue cancels American Speaker about vaccines. The world is afraid #CDCwhistleblower #B1Less Slave #Freedom,552890395563405000    ,unanimous,,yes,,no,,unanimous
train,Disneyland Measles Outbreak Now In 4 States: submitted by  sexybitch88  [link] [6 comments] http://t.co/zffUU8h92c,556495971803070000    ,unanimous,,no,,,,
test,Tetanus shots... #ouch,539504928855564000    ,majority,,yes,neutral,yes,unanimous,unanimous
train,http://t.co/uxBEnIiLL0 New Gardasil Vaccine Against HPV Approved by FDA; CBCD Reviews the FDA Report: Types 6 and...  Call  (212) 644-6454,547107367540637000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,"So, Quarantine is like Paranormal Activity's except for the so called zombie on rabies attack. That is how I will describe it.",555372888509788000    ,unanimous,,no,,,,
train,"[Effect of compound qizhu granule on cellular immunity of chronic hepatitis B patients]. by  Zhu YF, Gu XB, Guo ... http://t.co/9bINGFgJkn",545171721901600000    ,unanimous,,no,,,,
train,Green Deals : http://t.co/iMZ2WY24YH #41684 Korean Ginseng Extract Ginsenosides vitamin tea Immune health sex p... http://t.co/XmNOy3fGxr,543260540164780000    ,unanimous,,no,,,,
dev,Missing from the vaccine debate - What the CDC is not telling us http://t.co/1egG9IFoNG,539827123846774000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,"#OffensiveGospel  In America, we aren't scared if we could get rabies from eating an animal.",556897404532703000    ,unanimous,,no,,,,
train,Ebola: New Vaccine Trial Begins http://t.co/OmHdwzhgDB,553010242280116000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,@DavefaceFMS TEAM SICKIE  I say we celebrate the failure of our immune systems by getting a takeaway tonight.,536815254123335000    ,unanimous,,no,,,,
train,"Bought: The Hidden Story Behind Vaccines, Big Pharma, and Your Food http://t.co/WEBuFZkWhs via @DCClothesline",542009024200183000    ,unanimous,,yes,neutral,no,majority,unanimous
dev,How come there're still mediocre players in the 5-6k MMR bracket. o_O,540701021459066000    ,unanimous,,no,,,,
dev,pls be careful bitches got the rabies,549662423473725000    ,unanimous,,no,,,,
test,"P s  Must eat confiture of Amla: It is complete remedy to strengthen immune system, healthy hairs and to remove dandruff Dr skn 03332427586",555413033934389000    ,unanimous,,no,,,,
test,@NickBossRoss they probably got the measles while there though....,556695557284974000    ,unanimous,,no,,,,
dev,"@punkbeckett huge fear of needles but guess what, Ive taken my daughter to get vaccinated and I have three tattoos. *shrugs, smiling*",536652761907994000    ,unanimous,unanimous,yes,positive,yes,unanimous,unanimous
train,?11.5M strategy to wipe out tuberculosis in the UK http://t.co/a32FV6EQOL,557250951414026000    ,unanimous,,no,,,,
test,"Environment, more than genetics, shapes immune system: Twin study finds that much of the variation between peo... http://t.co/EUzcA3sNe5",555777612920799000    ,unanimous,,no,,,,
train,Pharmacy owners arrested in 2012 meningitis outbreak   Rel  http://t.co/FaClGBd4C0   #barrycadden #glennadamchin,547665069144682000    ,unanimous,,no,,,,
dev,BBC: VIDEO: How do you vaccinate a badger? http://t.co/RYXnngdTV6 #Cornwall #Kernow,557113876508995000    ,unanimous,,no,,,,
dev,If I see any cervical cancer stuff it will be HPV.  I didn't have an hpv related kind I had Clear Cell.,548440448440602000    ,unanimous,,no,,,,
test,The Vaccines - No Hope: http://t.co/NPwjESiu0v,547616563306979000    ,unanimous,,no,,,,
dev,Beauty Offers http://t.co/JzYZMe3mjA 6X NEWEST USANA Probiotic food supplement for digestive and immune health ... http://t.co/JIUumdHZUa,539212061721763000    ,unanimous,,no,,,,
train,Medical breakthrough: Glaxo's Ebola vaccine passes early safety test http://t.co/hsUSbVDLkm,537862622360907000    ,unanimous,,yes,,no,,unanimous
train,Important questions raised by Lee et al. in @TheLancet re: access to possible new Ebola vaccines. Is the world ready? http://t.co/0NDGONKIHP,557400959958384000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,Check this Deal : http://t.co/tOlljUIE7N #8223 6X NEW USANA Probiotic food supplement for digestive and immune ... http://t.co/FC68A1DKte,553411859723083000    ,unanimous,,no,,,,
test,Read the first chapter of @davidlender #thriller VACCINE NATION #suspense #action #vaccines #autism  http://t.co/ycA6djvR86,557642660744556000    ,unanimous,,yes,neutral,no,majority,unanimous
test,Worst immune system east of the Mississippi,547387734994984000    ,unanimous,,no,,,,
train,Over one million Children Targated for Immunization in Jigawa Today -  http://t.co/HBajhZ2sMx,543753721180454000    ,majority,,no,,,,
train,"#Waltham, MA #Healthcare #Job: Safety Physician - Infection and Vaccines at AstraZeneca http://t.co/qdGJZhCWUJ #Astrazeneca #Jobs",543547353802633000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,"@LeanneManas @ferialhaffajee some cops are going to jail for faking matric, what make this woman to think she is immune to prosecution too!!",545479089780719000    ,unanimous,,no,,,,
dev,"@KingCarnegie trophies, olympiakos/Westham. Great players aren't immune to fuck ups remember the Henry/Pires pen or Zidane headbutt",550950947581878000    ,unanimous,,no,,,,
dev,Daw may tuberculosis nko ya.,533577408322871000    ,unanimous,,no,,,,
dev,YOUTHY DEALS >> http://t.co/A9J5tzaYJM #62510 Ensure Immune Health Ready-to-Drink Butter Pecan 8oz Can -Case of... http://t.co/9ljxyrzGq6,533986024482160000    ,unanimous,,no,,,,
test,15 super foods to support a healthy immune system. http://t.co/SwZr7SzN40 http://t.co/4OcrSaPsFM,538165518964760000    ,unanimous,,no,,,,
dev,"Naglibog ko unsa akong ganahan, dengue or chicken pox? What man jud",549251016118386000    ,unanimous,,no,,,,
train,Beauty Deals : http://t.co/bb7jwRkWKo #3095 best Korean red Ginseng gold Extract vitamin tea Immune health sex power diet #0833  $169.9...,555691413073965000    ,unanimous,,no,,,,
test,@ryujeonq @INFINITEMLKIM awas ntar rabies dicakar :v,549862412459859000    ,unanimous,,no,,,,
dev,Bruh my immune system is non-existent,548910032189149000    ,unanimous,,no,,,,
train,SEDINA BEAUTY : http://t.co/PYMYmGQqxX #5663 Korea Ginseng gold Extract vitamin tea Immune health sex power die... http://t.co/04onqK1v9j,534087929187282000    ,unanimous,,no,,,,
dev,"@DogOfFootball oh, I have to have those too. I need a rabies. I don't wanna be but by any thugs or YO!",556280089395363000    ,unanimous,,no,,,,
test,City sees four cases of Japanese encephalitis http://t.co/PrfIi0OTX6 http://t.co/gPHAgVw3ql,546907016849920000    ,unanimous,,no,,,,
train,"Ebola: Is this the vaccine we've been waiting for?: An experimental Ebola vaccine produces promising results, ... http://t.co/VYTZVgn1Oy",537925040696614000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,that bull shit. LEAVE HER ALONE. she's sick. Her baby has chicken pox. Doesn't make her a bad mom because she got them. STFU,541839706267598000    ,unanimous,,no,,,,
train,New Gardasil vaccine protects against additional 5 strains that cause cervical cancer. http://t.co/3CNT7mxVDU,542812479827738000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,DOKIA OFFERS > http://t.co/CCdhgI4p4I #74320 best Korean red Ginseng gold Extract vitamin tea Immune health sex... http://t.co/BoWTlnTMXS,557519334332170000    ,unanimous,,no,,,,
train,#instagram Mountain biking The Pinnacle Lyme NH by George Lester #instaration #photography #photooftheday #foto http://t.co/aqTagdoAiB,554571552193536000    ,unanimous,,no,,,,
train,?@cnni: Scientists at Oxford University launch the first clinical trial of a new Ebola vaccine http://t.co/XFCW0sqyyO?,552690367188172000    ,unanimous,,yes,neutral,,unanimous,
test,"""Humanoids From Mars Gave Me Chicken Pox"" Says Richard Nixon.",542619811465793000    ,unanimous,,no,,,,
dev,"""What makes us ill?"" A weakened immune system from toxins punching holes in it where we have symptoms that later get called illness.",538695672338612000    ,unanimous,,no,,,,
train,"Just because police officers wear a badge & uniform, doesn't make them immune, bullet proof, or without feeling http://t.co/lME0WVlkje",553904391829618000    ,unanimous,,no,,,,
dev,NEW DAILY DEALS : http://t.co/7r9AkmcTY0 #481 best Korean red Ginseng gold Extract vitamin tea Immune health se... http://t.co/lZT0kcCOzy,556244522116845000    ,unanimous,,no,,,,
dev,Eat your way to better health. Key nutrients to support your immune system.   http://t.co/Eo0sg5330r,541238130276188000    ,unanimous,,no,,,,
train,Gunmen kill polio worker in Pakistan: Militants on Tuesday killed a polio vaccination team member in a residen...  http://t.co/Zlfnmq3ISz,542396763445809000    ,majority,,yes,neutral,,unanimous,
test,"""These are the gatekeepers of the immune system,"" he said. ""And we wondered, maybe the parasite is using these cells to",550901499715256000    ,unanimous,,no,,,,
dev,"Degree in Graphic design? Experience in DTP? Maybe this job is for you? #newjob, #windsorjob... http://t.co/buMWPE7aK0",553571631206268000    ,unanimous,,no,,,,
train,"""@VanityFair: #AngelinaJolie has chicken pox. . .and she made a #video to prove it http://t.co/YL4ucYoDlx""",543569052372041000    ,unanimous,,no,,,,
dev,#healthcare | It is beneficial to understand how the body's immune system functions in general. FREE Tutorial:  http://t.co/VHO11rCrXk,542935962762756000    ,unanimous,,no,,,,
train,"WA child dies from meningococcal disease (AAP): A WA child has died from meningococcal disease, while a teenag... http://t.co/5Nrh8stgo2",547300654075502000    ,unanimous,,no,,,,
train,I actually may have rabies,533812825761013000    ,unanimous,,no,,,,
dev,The CDC announced recently that this year's flu vaccine is missing a key strain. :-/  http://t.co/LVuGWYsawn,545352742462824000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,Check this Deal : http://t.co/oKBetayPHq #8223 Korea Ginseng gold Extract vitamin tea Immune health sex power d... http://t.co/cDTwfi8J7F,551898365605474000    ,unanimous,,no,,,,
train,http://t.co/QjL1j5fcUl - Tuberculosis case at Raines High School will lead to testing of about 150 people http://t.co/OPVIh8iQ8s,544916616275050000    ,unanimous,,no,,,,
train,"Hepatitis Drug Prices Fall So Low, No Exclusives Needed http://t.co/ja5mq6w4WR #PBM #Rx #HepC #PrimeTherapeutics",555007582931542000    ,unanimous,,no,,,,
test,BEAUTY CARE & TIPS : http://t.co/dImsFmzeQC #12933 Korea Ginseng gold Extract vitamin tea Immune health sex pow... http://t.co/NUI6bo3FpR,548791642376118000    ,unanimous,,no,,,,
dev,NZ exported anti-vaccination misinformation to Japan re HPV   sorry Japan #nzskepconf,541399210994593000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,Unicef Helps Restart Measles Immunizations in Ebola-Hit Countries http://t.co/g5Miy6iXD5 #LIBERIA,554600560502923000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,DG NAFDAC In Geneva To Attend A Consultative meeting Over Potential Vaccines For Ebola http://t.co/dm4Jsptdwt,553405281921929000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,Hp2-e19 sensory area mumps: oCYGpcS,551620864676868000    ,unanimous,,no,,,,
train,The HPV Vaccine's Power to... http://t.co/VHYtyK17q2  #cancer #cancervaccine #cervicalcancer #HPVvaccine #preventingcervicalcancer,545550283032371000    ,majority,unanimous,yes,positive,no,unanimous,unanimous
train,that awkward dream when you get bit by a possum but don't know what to do so you just suffer with the rabies.,551129512386105000    ,unanimous,,no,,,,
dev,Regular sex 1-2 times a week stimulates your immune system,532393690678198000    ,unanimous,,no,,,,
train,The Immune System http://t.co/LthsotNlaY 5549 http://t.co/dkcrt9ZBpI,556898986083119000    ,unanimous,,no,,,,
train,I've been taking vitamin B tablets and if my immune system doesn't improve im going to live in a bubble,557623667178631000    ,unanimous,,no,,,,
train,BREAKING: East Broadway Elementary student thought to have measles tests negative - http://t.co/MC22SWNCTD More on WTOL 11 News at 5.,557268467284312000    ,unanimous,,no,,,,
dev,Hot Beauty Offers http://t.co/1VFEebmXbR #8121 Korean Ginseng Extract vitamin tea Immune health sex power diet ... http://t.co/4KfoFycqQ1,537028772793708000    ,unanimous,,no,,,,
train,Rise and Grind ??  Vitamins and supplements to keep me going and keep my immune system on point. Off? http://t.co/UE6MVKE6DF,542316854388092000    ,unanimous,,no,,,,
train,Cdc admits vaccine only half works.  Three children dead in Minnesota from virulent flu outbreak http://t.co/XjzAWd56UU via @MailOnline,549742642540859000    ,majority,majority,yes,negative,no,majority,majority
train,HPV Vaccine Does Not Increase Risk of Multiple Sclerosis or Related Diseases http://t.co/MIWRKq1VGV,552905919806578000    ,unanimous,,yes,,no,,unanimous
test,I don't understand what's happened to my extremely strong immune system,540124411928805000    ,unanimous,,no,,,,
train,Researchers begin trial of combination Ebola vaccine #WorldNews http://t.co/y0YIoykxD7,552640807325679000    ,majority,,yes,neutral,,unanimous,
train,GROPRINOSIN 50 tablets Cold Flu Viral Infections Herpes Immune Health Treatment http://t.co/w52dvyp5pB #6065  $... http://t.co/t0MlqGjjkq,542290476188315000    ,unanimous,,no,,,,
test,.@PeterDutton_MP @sussanley antivaxer Tenpenny advocates that unvaxed kids be exposed to Polio #StopTenpenny #StopAVN http://t.co/OSN8P5CrJi,555163350514933000    ,unanimous,,yes,,no,,unanimous
test,The HPV Vaccine and the Case for Race-Based Medicine http://t.co/lqCoWCTmEX,549592706247589000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,Tanner Glass has the mumps.   What a sentence.,538736282873384000    ,unanimous,,no,,,,
train,"POPSUGAR Disneyland Measles OutbreakPOPSUGARTwenty cases of the measles have been detected in #California, Utah,? http://t.co/gayIV69Kjs",555146133534560000    ,unanimous,,no,,,,
train,A Resurrected Vaccine Fear Puts Kenyan Infants at Risk: Another dangerous vaccine rumor is afoot that is threa... http://t.co/ZSlYHRIR8T,534593227806896000    ,unanimous,,yes,,no,,unanimous
train,HPV Vaccination Rates Lowest in States With Highest Cervical Cancer Rates: Study http://t.co/mnxx2UMoVe,532521845686153000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,U.S. seizes $18 million from owners of pharmacy tied to meningitis outbreak: BOSTON (Reuters) - U.S. officials... http://t.co/0zjJGNF8qN,552609677930819000    ,unanimous,,no,,,,
dev,Do you know the truth about the connection between vaccines and autism? Hint: Science knows. (via @Upworthy) http://t.co/fAMGd6eYfL,542877149150330000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,"""@MalariaNoMore: U.S. reports a breakthrough in malaria vaccine http://t.co/3K4jyb3iUP""< for the 10th time.",533542266628222000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,"2014 was a bad year for mumps, a nearly forgotten virus http://t.co/Jl2VmLmOGU via @usatoday",544867127572721000    ,unanimous,,no,,,,
test,#ios #I #me Rocketing vaccine cost warning http://t.co/uTrDdG202D #app http://t.co/XSUlCK73aO,557467253382213000    ,unanimous,,yes,neutral,no,majority,unanimous
train,@rinkrebel Why the hell weren't they given them as soon as the first Mumps case was diagnosed? (Are there more now?),540602317410549000    ,unanimous,,no,,,,
dev,The NHL should ban fighting until the mumps are gone haha.,543584846610968000    ,unanimous,,no,,,,
dev,The Making of a Flu Vaccine #flu http://t.co/nFkul4Qbh9,547417544425242000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,little mix is like a pack of dogs with rabies !,534044835419013000    ,unanimous,,no,,,,
test,Gilead Strikes Hepatitis Drug Deal With CVS Health  http://t.co/11D7Ht5UQD,552514312791547000    ,unanimous,,no,,,,
test,I swear I must be immune to alcohol...,546127953521041000    ,unanimous,,no,,,,
train,"""@NBCNewsHealth: Pricey Vaccines Hurt Poor Countries: Doctors http://t.co/ZKOhhXJkn5"" Big pharma getting greedy when it comes to #vaccines.",557694477100658000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
test,@MooseAllain Or a trained dog that can give rabies to the baddies.,549594180108824000    ,unanimous,,no,,,,
test,Silly old Fray! Such a joker! Oh what u like? You cant not like the Vaccines! lol good one :),557936436805378000    ,unanimous,,no,,,,
test,I'll be happy when my immune sysyem decided to say bye to the Christmas colors and go back to being regular,548200745569648000    ,unanimous,,no,,,,
